,X401,X402,X403,X404,X405,X406,X407,X408,X409,X410,X411,X412,X413,X414,X415,X416,X417,X418,X419,X420,X421,X422,X423,X424,X425,X4,X5,X6,X7,X8,X9,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121
PFD0265w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.05,40.24,35.68,0,46.97,28.53,146.21,0,0,1286.55,479.26,46.16,89.14,38.72,30.65,35.87,0,73.01,44.49,202.57,25.87,25.19,27.81,40.6,38.56,33.02,64.78,0,44.14,73.18,29.93,101.92,65.46,46.86,134.26,53.54,114.82,205.76,77.72,58.89,128.28,74.94,46.7,49.82,47.83,85.46,136.9,63.59,72.46,184.06,93.56,91.28,117.04,68.48,312.27,188.91,134.51,153.77,150.79,97.58,526.33,192.63,597.29,286.65,64.42,35.01,59.74,27.33,29.33,33.43,62.74,71.82,44.74,74.25,38.79,73.61,215.61,261.71,185.31,133.35,134.61,144.77,424.01,664.27,81.58,120.6,113.32,77.23,131.54,64.93,109.62,115.64,165.51,199.14,93.37,48.88,174.8,273.8,0,114.61,263.28,43.35,147.8,137.16,101.64,136.9,60,220.52,92.59,52.4,142.47,96.08,191.9,145.7,383.3,99.56
PFC0465c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.47,10.56,2.91,0,10.95,0,340.19,0,0,1437.44,0,12.21,0,9.81,7.61,10.79,0,0,0,11.66,9.52,12.16,17.21,13.85,28.08,6.05,12.35,0,4.32,1.42,4.45,13.63,35.2,7.46,16.97,19.28,0,36.98,20.72,6.57,24.02,26.21,15.1,16.97,14.83,0,0,181.14,15.67,34.93,39.56,212.7,51.71,17.88,368.96,222.92,447.81,115.16,51.91,42.44,228.02,52.44,928.07,68.69,150.14,7.02,0,5.21,2.32,4,13.74,5.98,7.48,32.45,9.27,13.52,77.11,206.45,118.67,93.4,34.45,48.81,221.55,158.08,60.2,147.44,36.8,42.41,28.52,29.59,82.53,61.31,66.66,257.8,51.01,37.81,20.64,0,0,24.24,159.99,18.01,48.58,38.06,19.19,0,33.71,34.85,43.15,47.82,33.21,23.48,33.1,27.01,0,0
PFL1525c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.78,2.37,0.67,0,0,2.47,783.81,314.89,0,1369.41,0,4.02,68.35,3.01,3.89,8.28,0,0,5.69,51.86,3.62,2.58,5.95,42.52,29.1,3.03,0,0,7.04,11.46,4.1,1.17,13.51,32.88,110.38,102.35,23.7,40.33,20.97,53.09,239.9,70.52,36.59,40.1,45.92,42.47,0,189.61,167.95,14.52,173.08,367.36,12.05,60.28,679.23,314.41,257.81,276.14,149.74,172.31,268.99,488.22,534.39,221.47,0,2.02,0,7.64,6.67,11.5,40.54,5.17,15.48,6.23,10.68,44.91,170.59,162.07,182.57,114.95,307.95,245.49,747.36,1177.7,34.66,156.49,43.62,109.42,8.21,4.65,60.7,30.06,1601.03,306.74,134.98,63.68,211.91,0,0,48.61,395.74,27.35,107.61,5.3,68.57,0,94.18,300.92,170.37,32.64,137.22,139.22,245.76,115.52,0,0
PFL1315w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49,0.97,0.6,0,1.25,1.47,233.02,0,0,288.27,0,17.01,60.95,1.12,3.18,4.31,0,0,0,25.39,0.69,0.99,0,3.16,1.92,0.45,0.65,0,18.95,12.64,1.98,5.58,12.04,11.6,29.8,14.22,14.08,16.8,8.12,14.92,26.03,14.49,5.71,4.28,16.8,5.05,0,22.53,19.37,25.24,19.29,0,14.06,15.73,102.71,87.71,30.63,81.67,38.05,52.16,107.3,165.43,158.88,55.81,0,8.41,0,4.37,16.65,4.78,17.45,15.35,7.67,7.4,7.14,14.48,40.64,44.95,53.91,45.17,39.64,25.05,90.2,162.26,18.44,52.02,14.08,21.87,14.64,0,24.54,13.88,71.68,47.04,26.17,17.69,66.95,0,0,13.99,96.76,6.42,51.37,4.14,11.32,0,20.97,47.7,12.66,13.42,18.54,16.06,44.83,21.13,0,0
PF13_0334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,3.37,2.53,0,0,0,0,0,0,0,0,0.85,0,7.13,1.23,0,0,247.34,0,9.24,0.88,1.86,6.67,13.41,0,0.38,4.14,0,5.23,0,3.23,1.14,17.05,28.47,46.44,13,59.84,28.2,18.95,19.56,54.48,46.89,8.47,9.09,33.45,64.34,0,47.88,28.92,31.04,12.94,0,14.08,18.56,64.84,0,0,45.36,29.64,25.57,118.87,33.46,0,106.09,0,17.85,0,15.3,10.1,11.62,70.39,43.44,11.17,0,13.48,17.58,80.8,109.13,45.24,51.5,15.35,42.78,142.12,216.26,9.22,46.89,9.44,15.89,0,3.91,64.85,42.82,96.91,74.91,32.28,12.37,49.34,0,0,36.41,57.01,7.27,29.96,4.46,17.31,0,38.98,126.63,8.96,8.33,44.22,34.98,32.08,39.26,0,674.57
PFL1170w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2507.04,774.13,773.38,0,768.12,230.7,261.27,0,0,17477.39,0,402.11,319.24,155.75,817.63,994.63,0,130.73,348.95,4821.54,133.26,151.16,134.42,312.05,151.01,320.2,433.33,0,340.46,7591.55,506.89,1037.52,847.49,552.69,1654.18,1062.9,948.84,2640.93,1400.32,2798.72,4160.09,1903.82,896.24,1008.6,533.67,600.75,2941.42,3403.17,1659.8,7057.88,2330.18,5229.17,6255.25,3935.61,7476.15,2371.97,4059.47,1435.73,4067.81,4242.35,11135.18,6625.25,2852.25,4806.54,922.8,326.21,1069.6,200.48,370.29,449.75,523.52,716.4,264.57,1046.94,539.66,486.6,5636.25,8132.14,4349.35,5938.5,4938.7,3145.34,666.51,6429.31,3615.14,2987.43,3855.35,1831.1,1807.57,1688.63,5246.3,4573.18,17970.45,4436.87,4464.19,3766.44,4619.43,4902.35,3921.86,3504.16,10897.37,4417.14,1584.36,7871.76,4916.2,3431.65,2043.21,3935.28,1790.42,1272.32,2180.25,2495.09,3178.52,6192.6,10393,5704.55
PFF1240w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,5.49,12.38,0,7.77,0,0,0,0,263.85,0,8.36,0,4.88,0.9,11.49,0,0,0,14.67,3.02,1.36,6.72,29.49,0,7.84,43.48,0,5.36,1.51,7.1,15.69,37.48,22.59,33.73,16.69,0,29,30.6,6.44,36.82,17.18,12.97,16.17,8.17,78.56,0,70.13,3.56,70.28,27.39,0,50.4,2.72,56.18,35.6,0,33.91,27.49,21.11,66.6,51.77,0,27.43,0,27.09,0,23.93,32.08,27.66,38.4,79.57,38.53,11.52,27.16,6.5,19.57,39.98,109.79,54.87,15.98,16.82,44.84,9.92,16.87,53.96,16.14,74.31,0,14.32,101.89,96.36,40.58,36.59,37.67,15.44,33.31,0,0,13.24,69.23,13.05,50.16,57.22,33.12,0,35.49,74.21,26.25,24.39,17.22,13.12,41.87,49.31,271.81,0
PF14_0075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.69,297.85,893.22,0,573,603.07,3053.81,0,0,222.42,0,749.28,177.53,315.91,964.6,2189,1908.65,763.46,516.85,369.29,110.31,100.48,129.54,186.38,176.38,221.15,417.52,0,544.41,193.42,504.12,1616.44,6528.9,2453.64,2210.62,1281.93,1600.8,638.82,3790.05,903.09,1560.99,2695.14,709.36,1111.27,1471.7,4457.19,4771.63,1280.64,358.76,5111.98,4370.44,6998.39,3125.7,637.81,1006.68,1967,2276.97,10953.93,1858.96,2325.37,2859.97,3575.31,694.08,1785.05,1347.28,1573.1,5274.82,1047.79,3784.37,1757,3623.13,19971.51,1840.42,2329.2,1816.77,570.86,408.95,1740.23,2979.35,5664.52,1490.27,859.97,21858.38,1863.44,5255.59,6793.97,3088.81,2381.87,106.63,426.49,3258.97,4137.45,5241.68,1722.32,2201.18,1372.51,1376.79,0,0,1671.15,4454.82,297.31,9241.66,5993.92,1113.27,954.32,1025.59,1276.77,1954.76,3227.44,959.98,689.1,839.58,1760.06,8779.78,1388.11
PF14_0078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.81,178.76,167.12,0,195.59,236.33,1520.26,0,0,2213.73,474.99,274.49,88.39,1302.34,266.83,353.4,0,1266.8,308.74,288.76,263.4,117.19,258.8,762.83,117.06,233.1,246.01,0,175.67,116.38,585.1,156.31,1555.11,1370.52,1104.41,395.56,858.16,615.57,537.91,94.44,516.4,658.98,795.73,655.56,843.18,3492.85,950.1,1716.3,700.51,742.74,739.17,2216.92,994.19,311.79,990.12,514.47,533.38,2379.69,997.24,749.11,1070.08,1302.68,1381.93,833.6,447.11,595.63,276.39,621.75,1066.11,639.6,915.9,845.52,816.08,789.07,390.05,343.88,492.58,558.89,2158.02,2201.11,498.56,655.23,4689.04,1079.91,976.64,2462.73,457.72,2292.2,212.32,278.4,1140.89,1168.82,269.43,1509.92,1805.57,759.23,289.4,1900.21,7600.79,618.06,2366.61,239.4,2776.89,694.67,362.55,0,771.21,700.42,844.54,983.09,771.46,759.03,367.61,390.67,380.05,690.98
PF14_0077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.93,67.6,80.17,0,75.73,76.31,2017.88,0,0,146.97,0,152.15,87.98,288.4,77.69,165.26,0,0,87.82,125.68,133.37,82.05,82.48,123.16,66.6,75.67,108.39,0,83.18,124.29,224.35,103.36,521.89,688.8,688.32,202.77,488.21,127.95,180.33,39.59,260.03,295.91,173.13,308.46,697.35,656.12,945.92,585.85,56.11,247.45,363.56,1891.83,337.19,124.92,348.64,115.65,929.32,278.51,170.58,346,370.81,566.93,0,294.04,1112.84,286.1,137.59,210.38,899.97,239.9,396.87,513.95,297.49,448.91,223.38,68.94,103,862.46,2312.89,1637.59,270.63,147.92,307.64,137.83,338.2,1693.77,330.55,607.57,21.14,167.5,474.33,383.68,832.96,458.66,575.62,298.53,242.74,0,7567.31,150.62,1981.32,87.85,449.51,321.87,139.28,0,222.04,284.1,274.17,262.73,239.04,318.46,326.13,125.83,378.37,0
PF14_0076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.72,269.85,541.72,0,607.16,57.36,0,270.84,0,73.7,0,108.43,0,117.56,145.68,267.13,0,505.6,220.04,77.14,74.66,65.12,43.47,54.86,33.37,305.3,763.2,0,51.3,92.9,100.64,324.5,645.08,206.33,136.12,113.86,366.97,610.28,941.36,101.83,175.18,392.42,294.3,254.75,91.16,328.78,0,562.68,174.92,2053.16,1488.31,316.01,3623.74,121.4,271.01,49.68,133.07,270.04,290.44,262.15,276.34,125.42,0,369.95,446.12,306.28,2344.16,162.87,571.47,287.93,309.98,1811.64,133.91,562.38,210.09,27.52,284.37,864.36,384.42,1698.63,49.54,133.31,171.52,455.86,1134.54,732.4,450.28,828.18,21.18,265.79,1768.52,4719.09,608.42,1353.37,475.45,1143.37,76.14,0,0,457.24,645.54,225.12,225.24,5830.98,652.73,0,490.05,181.19,247.3,413.9,183.87,122.96,59.43,361.15,6067.23,2068.38
PF13_0143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423.13,244.62,141.36,0,221.74,52.14,1033.86,1384.86,0,3764.56,484.59,276.09,450.89,215.59,226.02,254.05,1938.81,0,345.01,362.24,185.94,261.49,212.64,448.76,238.89,374.15,416.9,0,144.26,606.69,157.86,189.72,356.56,238.73,533.14,229.15,187.63,554.7,334.07,190.51,410.24,387.5,237.78,215.72,242.36,179.31,0,850.57,333.73,831.55,572.4,3231.35,1256.47,279.33,1090.33,694.25,1496.61,1293.19,1000.59,830.92,2001.43,2050.05,0,1013.59,0,138.61,141,102.14,144.33,191.23,242.63,240.64,159.65,328.61,95.09,165.79,512.12,1168.98,1040.34,1355.33,457.19,478.77,2402.05,1087.72,1044.62,1007.91,519.65,694,368.27,384.19,1023.73,856.6,636.63,1018.39,762.41,664.54,707.86,0,0,601.14,2127.75,360.13,968.3,908.79,568.95,0,293.33,370.55,674.37,608.97,467.12,395.47,465.18,492.4,0,0
PFE1030c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.69,0.56,0,0,7.9,0,736.45,0,0,0,0,7.55,0,0.71,0,0,0,0,0,112.37,0.44,1.38,4.97,39.95,0,6.26,0,0,3.12,126.09,3.21,1.69,0,85.91,124.22,50.76,0,51.41,9.4,54.41,185.07,22.9,7.45,9.66,35.41,0,0,0,32.38,71.4,44.94,0,40.91,33.16,131.56,144.71,0,13.92,11.42,94.25,201.27,445.64,1004.25,98.48,0,11.39,0,5.75,0,8.65,37.53,6.47,3.94,23.4,10.03,118.01,15.52,121.83,442.05,69.7,161.75,59.03,2.23,40.25,27.42,49.85,9.37,8.45,0,0,28.26,14.9,144.28,223.2,56.97,28.65,190.14,0,0,31.16,136.24,24.35,9.55,45.28,12.89,0,26.53,37.69,13.34,11.15,16.64,29.85,285.04,16.7,0,0
PFL1125w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.08,63.4,66.48,0,107.7,41.01,3536.89,378.95,0,2760.62,530.43,70.95,49.36,47.71,106.47,428.3,0,353.67,77.98,634.36,25.95,25.8,22.18,59.47,23.34,57.1,55.66,0,84.93,227.45,48.25,256.23,629.3,239.23,756.2,341.44,290.92,649.05,549.85,676.32,845.82,506.88,159.62,184.14,225.73,484.52,0,547.61,720.9,1500.75,729.27,1856.76,915.42,699.56,1552.34,1241.71,856.24,1561.83,957.99,942.87,3483.39,2300.15,3279.54,2074.92,249.65,114.87,308.65,97.98,165.68,146.17,367.85,562.81,137.27,152.86,168.64,493.08,1204.49,1154.63,1029.49,1407.11,1238.26,1390.01,4829.32,8039.73,899.66,1131.88,575.96,387.64,207.46,125.25,860.83,764.8,1975.55,864.56,616.26,432.45,1759.56,1061.02,2122.03,529.19,1949.99,242.92,1049.38,744.87,923.62,265.25,660.74,2245.16,451.06,590.23,612.27,481.89,1232.73,1446.77,1591.52,1350.38
PFI0695c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.67,70.76,188.68,0,181.69,96.46,1093.26,0,0,1194.09,0,43.9,190.69,28.89,74.67,95.31,0,0,0,28.94,29.29,50.36,31.33,29.65,99.22,146.23,172.35,0,25.42,41.09,33.57,113.5,131.94,41.74,39.97,35.44,132.25,114.4,141.17,45.41,81.84,100.4,28.5,63.11,47.63,47.39,0,158.7,31.32,246.3,166.78,683.28,378.65,32.81,371.22,179.02,0,148.3,65.27,81.61,150.41,59.58,0,140.69,0,54.95,447.24,30.03,78.16,35.3,85.78,345.65,41.55,156.34,63.3,14.21,70.56,90.43,190.6,356.95,62.94,66.88,269.02,74.69,213.77,148,107.79,67.37,22.91,77.78,283.55,448,91.78,138.03,50.21,108.84,105.85,0,0,88.21,232.1,43.78,148.96,663.93,113.72,0,73.84,0,99.03,101.64,66.55,33.47,96.37,111.56,2049.86,0
PFB0410c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.73,33.15,41.44,0,25.28,21.23,336.87,0,0,1569.59,0,38.85,293.74,16.18,35.97,39.15,0,0,68.41,86.01,21.06,23.43,7.95,146.18,33.35,24.22,71.42,0,18.51,36.57,22.74,53.81,46.45,44.25,49.54,49.42,366.7,121.54,49.94,25.4,91.12,67.85,19.4,54.81,32.14,29.2,631.54,81.5,33.33,169.05,43.06,0,116.12,40.44,176.58,110.3,177.26,57.63,82.98,43.38,170.75,22.78,1837.15,124.93,0,27.78,0,18.71,48.16,49.43,47.59,56.2,21.2,42.81,61.95,32.59,87.85,315.77,394.7,210.39,27.77,67.49,43.26,340.51,119.17,72.96,89.99,42.51,70.56,55.91,129.31,115.49,273.35,476.28,75.73,59.26,35.58,0,0,91.35,196.12,43.31,56.81,126.72,64.83,0,52.32,86.21,54.91,35.71,65.65,32.24,127.63,61.1,0,0
MAL7P1.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.23,13.19,2.69,0,13.5,18.52,1154.32,674.58,0,1742.29,196.71,38.28,73.21,12.91,19.29,36.59,0,0,12.18,126.78,14.93,21.21,14.33,32.73,0,19.55,19.03,0,21.3,52.14,9.14,55.27,68.75,22.66,55.28,64.7,38.08,119.11,69.14,97.89,122.31,75.07,48.59,28.09,12.85,22.75,0,111.7,58.54,122.69,69.22,0,133.04,97.64,382.5,250.89,193.32,319.11,153.58,125.25,395.43,92.68,1860.2,134.5,138.89,25.15,57.24,17.48,12.14,18.48,68.15,43.32,40.13,36.68,19.3,53.87,98.69,237.25,114.57,126.13,120.47,101.37,356.34,255.19,102.6,72.45,96.79,105.94,65.95,26.96,192.32,132.6,293.66,302.11,72.3,89.21,222.28,393.52,0,83.87,117.13,38.01,233.29,137.02,77.74,196.76,104.07,188.03,81.75,85.46,77.67,29.5,145.45,107.08,157.41,143.09
PF10_0132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,7.63,16.38,0,15.95,10.41,330.64,0,0,649.81,0,19.62,28.83,7.62,6.98,6.11,0,0,4.8,7.2,4.23,4.04,4.18,13.45,0,17.38,19.82,0,1.4,7.59,4.89,18.03,5.7,13.68,16.89,8.57,0,19.67,35.38,7.35,18.56,42.59,9.9,20.82,25.33,7.17,0,39.98,6.54,16.97,26.9,103.28,47.94,9.92,61.08,21.65,43.51,19.69,12.95,32.95,37.84,32.91,225.31,10.43,0,20.02,45.07,12.55,13.5,21.35,22.93,62.41,14.43,31.51,16.89,6.41,9.57,100.24,75.56,57.87,12.95,5.93,22.23,54.18,26.16,24.62,13.66,15.92,0,10.45,58.42,54.57,27.74,125.22,15.98,20.04,10.99,0,0,24.62,57.63,11.17,14.3,58.42,18.96,0,48.74,59.22,5.99,31,12.98,9.41,30.81,5.62,123.94,0
PF11_0208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274.18,851.05,548.17,17403.41,632.1,655.99,2032.83,0,0,5447.54,2286.99,596.11,1701.95,1914.13,678.64,769.04,1524.66,3455.89,884.72,450.72,1727.53,1529.25,1636.54,1505.36,878.9,630.26,884.85,0,520.82,329.38,1213.78,412.94,1205.71,1837.39,1837.84,956.19,934.47,617.86,751,112.55,493.04,965.95,1662.61,981.59,636.23,2502.91,1524.66,3226.37,932.56,401.16,793.93,1524.65,1105.47,686.44,1152.91,599.22,748.96,1121.49,987.2,824.54,813.76,1208.72,1108.91,910.94,896.86,1007.18,221.76,1152.03,822.19,938.07,1407.82,503.46,1598.36,762.33,537.3,687.78,674.24,807.17,1499.1,1508.32,391.73,888.51,1478.23,1288.6,840.4,1662.27,421.58,4210.59,681.41,933.68,1491.66,1270.58,193.44,2689.95,2258.61,1295.55,127.23,1524.67,12197.26,745.42,1745.99,345.34,1014.68,504.16,454.53,0,1522.72,1727.6,1915.03,1499.94,909.17,861.47,706.09,880.45,304.93,554.42
PFI1105w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398.81,339.49,207.09,0,333.79,308.32,0,0,0,2752.77,1389.79,146.3,387.85,402.73,214.49,186.03,0,185.31,182.8,248.13,459.66,395.44,210.52,281.48,293.55,156.45,404.32,0,422.27,122.27,277.01,169.77,345.05,383.29,708.91,343.81,313.82,298.25,288.24,72.71,314.67,345.84,609.67,347.2,342.46,1012.22,0,896.64,599.91,99.35,540.63,463.26,447.1,364.31,874.24,558.35,195.06,379.08,528.28,208.88,331.42,291.11,3537.66,396.48,490.52,291.38,101.07,406.23,348.24,208.87,420.03,315.71,417.28,212,199.44,147.46,335.85,347.44,550.84,459.46,192.46,365.87,1038.77,536.66,379.58,712.46,143.82,1571.06,217.4,168.46,569.35,1012.05,383.76,1890.49,749.88,387.13,195.72,0,5559.14,241.46,1377.99,239.36,339.84,248.64,357.4,694.9,508.98,360.5,657.98,363.26,492.66,542.69,339.47,319.35,555.92,1010.76
MAL13P1.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589.97,342.89,230.14,0,478.27,151.38,857.74,0,0,2623.24,0,315.89,0,267.87,330.26,299.14,0,428.91,497.77,1100.55,254.87,278.22,241.47,232.68,127.4,275.9,576.83,0,299.2,408.37,307.5,1021.33,1656.48,566.15,479.7,480.58,518.84,1134.94,785.1,419.96,607.26,628.94,507.99,443.47,1144.51,557.83,0,871.65,981.18,3312.22,1086.82,3216.83,2231.96,521.39,1860.1,618.09,1354.45,567.63,724.95,601.7,935.25,1444.39,0,1112.49,378.45,254.29,701.85,190.32,344.61,443.18,567.48,534.88,255.73,272.62,198.68,386.48,613.54,1939.55,554.12,1639.86,598.16,560.95,301.54,1289.07,934.49,615.5,354.7,964.77,215.66,779.83,2416.53,2122.62,672.18,3119.37,771.42,1146.28,805.36,0,0,805.31,1467.29,379.43,541.7,1813.77,837.25,0,900.96,1097.89,714.85,590.36,543.72,901.02,740.54,1011.49,1930.1,1169.76
MAL13P1.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.31,2.8,0.84,0,1.32,4.65,492.22,0,0,788.5,115.42,9.15,0,3.66,7.34,16.91,0,0,3.57,74.35,1.83,1.85,0.83,0,0,2.66,10.99,0,18.99,62.19,3.7,19.55,25.46,39.28,81,81.13,44.67,48.47,23.69,65.23,153.85,78.75,22.03,21.64,36.71,42.69,0,131.01,72.97,113.72,113.73,307.68,56.49,60.95,502.9,282.15,226.71,266.18,132.06,201.83,681.36,226.65,2013.93,243.46,108.6,6.66,0,9.87,17.6,18.78,51.42,12.97,20.1,3.91,19.28,53.16,162.92,278.28,111.85,149.09,400.96,214.96,1130.22,726.33,80.22,218.27,100.21,73.56,15.47,3.4,118.16,46.52,681.95,261.07,88.95,103.37,480.48,0,3692.17,68.25,387.45,25.14,320.46,13.44,32.78,0,123.31,296.13,71.35,38.51,87.39,64.42,208,128.37,0,335.65
PFD0965w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.54,7.33,5.05,0,10.24,6.31,1273.53,0,0,1311.84,127.94,11.66,23.82,5.85,8.81,9.13,0,68.23,5.28,53.12,1.71,1.11,4.6,12.34,3,2.82,8.25,0,6.83,21.46,4.46,34.75,67.44,58.18,85.12,101.53,27.51,35.27,38.23,42.64,94.67,81.4,31.93,34.62,31.44,112.41,85.29,127.65,39.39,111.3,119.63,28.43,34.81,36.86,415.74,143.03,119.73,213.03,72.5,133.49,170.83,151.47,2170.91,50.15,60.21,10.79,24.81,20.67,15.48,23.5,59.7,25.17,35.39,14.46,23.55,34.38,30.19,132.95,108.43,94.7,55.64,50.38,606.22,161.58,51.24,139.17,50.35,88.16,7.63,6.47,99.52,54.89,353.89,238.91,91.49,46.17,83.55,170.58,0,56.41,124.59,13.33,171.56,18.73,18.84,0,129.29,267.81,68.39,28.17,54.28,28.75,74.77,43.84,34.12,62.03
PFE0485w,0,10957.7,9290.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.99,1.89,2.01,0,0,0,293.67,0,0,556.05,825.77,4.14,76.84,2.54,2.92,5.43,0,0,0,10.52,1.66,0.83,0.99,3.99,0,3.07,9.42,0,2.8,7.97,2.68,8.18,10.12,9.9,37.95,12.32,35.52,27.24,13.55,4.95,24.8,19.57,18.28,21.57,14.78,25.45,0,71.05,27.65,41.87,15.78,275.28,43.88,15.42,362.06,182.73,193.19,136.56,65.52,47.94,122.86,110.36,1001,48.9,0,5.3,40.04,4.89,5.99,6.04,15.78,6.44,9.76,4.67,5,6.34,33.07,24.28,76.38,97.25,20.98,36.85,241.42,236.67,28.7,65.59,24.29,50.24,0,1.74,49.31,44.48,32.87,148.29,40.82,21.62,28.43,0,0,14.66,118.44,8.52,90.18,22.09,35.68,0,23.8,7.52,53.19,37.68,24.13,23.42,12.49,26.64,0,0
PFA0485w-a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34258.31,0,0,0,0,0,0,1.2,0.25,0,0,0,4.16,3295.56,0,0,1199.76,2162.78,3.66,0,0,0,6.97,0,0,0,15.39,0.2,0,3.89,4.47,0,0.51,0,0,11.84,19.27,2.16,0.31,0,7,18.35,9.55,0,0.53,1.94,6.26,21.5,0.97,2.05,22.48,48.77,14.29,0,15.94,6.99,0,8.62,205.97,0.91,2.47,510.42,32.38,260.19,0.63,0.96,14.6,26.08,117.68,449.26,9.14,145.39,0.85,0,2.57,6.73,1.93,3.16,0,2.15,0,0,14.9,4.34,36.34,22.61,9.36,25.29,9.03,6.57,27,15.34,8.93,0,2.22,13.81,0,0.51,0.65,27.66,515.96,0,3.05,63.17,0,0,0.6,26.99,2.18,22.81,0.69,1.92,0,1.49,0,47.77,3.33,8.12,6.25,82.82,0,0,0
PF14_0614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.39,17.54,7.05,0,37.44,2,1587.13,425.17,0,2149.62,148.73,17.5,27.67,17.69,13.01,12.58,0,0,36.84,121.59,7.75,9.7,6.16,19.38,10.48,10.19,51.82,0,15.77,72.91,4.84,41.8,120.41,37.98,132.41,68.07,57.6,202.98,53.77,47.25,97.09,66.54,48.91,52.9,55.45,48.16,0,238.09,176.21,489.75,156.36,1190.41,191.26,94.09,676.97,379.47,793.62,448.03,261.03,283.74,927.34,1036.82,1515.05,433.73,70.03,16.77,0,16.53,38.91,21.43,52.3,23.69,20.55,45.39,10.81,59.25,452.42,560.21,519,458.14,156.95,322.09,1455.45,988.78,205.42,393.23,133.28,152.85,93.1,35.13,265.38,195.09,373.13,368.76,191.85,123.9,296.48,0,2380.85,94.74,1277.55,58.19,486.06,145.09,124.06,0,94.34,349.41,161.02,82.53,150.05,181.5,156,221.35,119.05,0
