,X401,X402,X403,X404,X405,X406,X407,X408,X409,X410,X411,X412,X413,X414,X415,X416,X417,X418,X419,X420,X421,X422,X423,X424,X425,X4,X5,X6,X7,X8,X9,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121
PFL0885w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.03,15.33,25.8,0,39.48,0,736.45,0,0,1823.41,0,16.05,0,9.2,10.97,23.35,0,0,32.05,68.8,10.74,12.46,18.62,9.99,6.08,14.24,36.99,0,11.68,15.38,16.52,43.91,25.39,22.7,59.96,25.25,44.54,179.14,56.77,31.15,53.55,43.09,18.05,32.85,16.32,15.97,0,71.28,51.91,193.21,35.31,230.13,91.62,44.21,425.52,60.3,96.91,27.85,103.06,21.75,289.03,41.52,502.13,284.3,0,15.19,200.85,13.04,37.61,25.94,43.48,97.02,17.71,58.51,30.1,20.7,211.95,284.3,63.14,83.64,40.59,97.87,46.13,633.84,75.43,44.87,51.53,26.78,77.14,13.1,98.77,106.39,51.53,297.57,52.52,32.05,86.43,0,0,69.68,94.93,28.95,38.22,103.81,148.2,0,65.07,320.47,66.7,23.85,80.1,27.31,76.86,158.64,552.34,0
PF14_0386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0.24,0,0,3.35,0,0,0,0,90.71,0,0.53,0,0,1.55,1.65,0,0,0,2.92,0.37,0,0,0,0,0,0,0,5.28,6.52,0.54,0,10.76,32.33,41.48,10.54,0,0.76,2.76,0.86,6.34,4.62,0,13.1,44.07,67.63,0,30.2,6.18,0,9.07,0,0,7.02,48.28,30.65,82.13,7.68,1.18,40.19,10.29,165.35,0,2.36,0,4.82,0,3.75,33.99,0,9.13,2.75,2.22,9.92,0,12.5,0.82,17.2,115.95,41.34,5.09,2.63,7.64,0,8.72,67.6,0,3.03,0,0,2.02,0.88,34.92,47.31,9.8,2.89,23.19,0,0,1.64,83.28,2.75,47.24,0.5,3.04,0,6.32,15.98,5.66,2.1,7.38,19.11,48.69,7.08,0,0
PF07_0129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.2,16.44,3.37,0,6.05,0,282.04,0,0,0,0,75.68,0,31.16,9.81,28.32,0,0,24.55,108.04,18.47,16.7,6.66,87.99,125.67,19.63,8.66,0,10.13,287.4,5.65,1.69,0,56.19,193.83,36.47,0,13.76,74.79,73.85,40.42,22.56,52.24,40.71,226.73,207.88,0,163.78,89.34,8.04,108.2,881.45,69.41,12.7,299.11,184.76,816.52,293.83,94.43,442.91,201.75,2041.82,0,218.49,0,40.72,76.93,29.3,19.21,39.75,77.57,34.69,37.86,53.78,0,215.11,45.7,528.87,1239.96,560.57,217.64,77.95,346.17,138.72,97.17,183.29,25.12,32.02,70.91,8.92,115.07,115.43,173.65,57.03,240.69,104.22,186.48,1057.76,0,55.97,1384.97,50.98,540.46,50.97,11.51,0,110.5,245.49,51.1,87.8,118.01,439.79,590.46,25.58,211.55,0
PFB0695c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.35,9.75,13.21,0,22.1,3.25,0,0,0,0,0,5.72,0,8.66,5.12,4.09,0,0,0,43.32,4.75,8.24,2.17,0,0,2.79,33.07,0,6.53,18.29,6.51,8.31,35.54,23.16,15.84,20.84,0,34.52,21.5,7.58,56.75,34.73,20.45,19.6,3.87,11.17,0,62.32,8.16,26.44,102.57,0,33.58,7.73,27.59,16.89,0,46.51,22.02,27.9,59.73,24.2,0,14.3,0,12.62,0,14.62,24.56,16.64,24.44,42.99,12.09,8.19,12.28,19.27,17.99,42.62,44.19,48.75,43.12,15.22,35.45,0,23.98,27.91,16.39,55,0,12.22,55.36,54.31,100.94,117.14,37.37,65.37,35.28,0,0,34.33,36.73,17.04,15.6,30.99,13.02,0,52.49,0,23.33,20.81,11.85,5.56,45.43,17.52,193.23,0
PFL0035c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.23,318.54,183.66,0,646.39,31.14,0,264.72,0,36.2,0,252.06,43.11,97.33,145.45,442.54,1853.06,123.54,308.25,43.86,163.74,232.74,114.11,73.72,203.86,603.84,567.36,0,42.83,36.11,44.12,1198.86,621.95,41.15,45.58,42.32,268.99,661.64,1063.19,110.05,73.98,212.63,316.09,161.44,9.1,64.27,463.26,442.35,172.68,367.8,633.96,463.26,2407,203.94,303.24,169.92,0,472.95,281.48,104.19,359.48,158.79,0,418.92,109,188.52,1482.45,126.32,143,82.68,292.74,590.2,156.7,581.04,151.47,35.84,231.72,476.89,177.95,1000.77,64.76,154.27,795.98,310.52,970.82,454.9,194.89,558.99,175.98,1011.73,1444.09,3022.26,96.8,461.75,113.49,759.39,137.25,0,0,206.37,150.62,192.07,368.7,5780.45,469.81,0,283.7,240.33,228.27,624.65,124.94,40.7,70.6,417.39,6115.09,0
PFD0085c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.83,8.38,11.27,0,17.69,2.97,0,0,0,0,0,50.33,0,7.7,16.97,31.13,0,235.64,82.04,16.87,31.01,40.1,36.14,6.39,0,120.24,98.62,0,21.42,11.81,0.82,115.44,89.38,12.83,25.45,17.13,199.53,270.86,289.01,73.03,70.8,66.31,123.41,26.59,3.18,10.22,0,102.62,18.47,208.3,104.77,0,235.92,14.14,22.45,131.19,0,329.67,140.4,81.39,360.15,89.44,0,50.54,0,67.42,385.58,28.79,22.46,51.19,99.17,130.37,70.66,142.28,54.57,48.57,45.94,493.8,121.23,156.09,268.01,30.82,379.21,83.69,87.76,143.55,82.44,13.99,29.62,60.54,244.67,296.24,92.33,119.05,35.32,74.84,215.23,0,0,72.58,40.02,55.92,111.1,589.14,28.86,0,42.44,48.25,29.87,92.19,49.44,11.58,67.81,42.75,1060.36,0
PFF0945c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.55,1.24,0.56,0,3.52,2.07,0,0,0,0,154.07,0.99,0,4.11,0.41,0.87,0,0,0,1.02,0.88,2.16,3.05,8.92,2.71,0.38,0,0,1.74,17.16,3.72,0.99,34.01,23.44,43.85,15.48,59.67,10.01,5.17,2.22,13.9,14.61,13.44,11.65,11.74,49.89,0,15.91,33.51,0,7.16,0,5.73,7.4,11.79,21.55,0,10.1,21.08,13.49,13.63,19.77,0,10.37,0,8.05,0,6.91,7.84,14.48,17.59,8.66,8.88,10.45,6.72,11.24,21.87,0,83.64,23.34,7.92,8.32,10.04,67.39,4.6,13.36,1.04,17.67,0,1.95,15.88,10.73,0,24.88,48.5,10.05,5.15,0,0,11.84,45.86,7.97,7.83,2.61,13.43,0,33.69,101.01,8.93,4.84,20.65,19.99,24,16.78,0,0
PF14_0761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53,14.15,16.68,0,5.98,3.52,0,0,0,81.12,0,6.2,0,3.22,3.47,2.95,0,0,0,27.8,1.83,3.93,2.35,0,0,12.29,21.79,0,0.59,5.82,1.34,21.58,38.47,2.5,5.8,2.95,0,29.19,37.26,6.5,10.74,18.18,4.99,5.13,0.63,0,0,0,1.51,9.55,52.7,0,77.86,6.28,19.94,18.28,0,13.97,18.7,5.95,33.11,1.06,0,23.23,0,10.07,152.17,4.69,15.2,3.28,9.71,31.85,3.15,8.87,15.2,7.26,6.61,76.92,4.78,71.28,7.29,5.3,7.25,60.97,46.76,45.33,19.52,9.18,0,8.82,44.96,106.09,7.81,42.22,5.39,32.3,18.56,0,0,26.69,6.77,19.06,12.06,177.84,40.14,0,25.12,0,10.1,16.19,8.6,1.68,13.56,18.98,0,0
PFC0050c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.48,0,8.98,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,3.48,0.17,0,0,0,0,1.51,0,0,0,0,0,2.7,19.27,0.44,1.16,1.24,0,5.15,10.42,1.2,2.09,0.41,0.65,0,0.63,0,0,0,0.61,54.16,4.87,0,14.75,0,0,0,0,10.03,1.88,1.37,4.46,3.15,0,2.82,0,4.32,0,1.6,5.7,3.28,3.1,7.36,0,8.88,1.9,0.68,0.74,0,0,21.14,1.37,4.12,8.97,15.25,13,7.56,1.78,0.67,0,0,9.85,20.72,39.09,14.07,0,5.95,18.03,0,0,2.13,1.71,4.52,3.63,42.33,6.52,0,0.63,0,0,1.41,0.79,0,3.4,9.5,0,0
PF10_0016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.4,0,0,0,0,0,0,0,0,366.34,0,2.15,0,19.35,0,0,0,0,0,47.03,4.49,2.37,8.49,0,0,5.84,0,0,0,10.51,1.1,3.48,0,187.2,510.3,106.48,304.46,0.37,2.47,15.43,21.53,11.19,9.79,39.63,640.98,109.12,0,365.35,15.63,0,14.63,0,8.09,18.88,299.86,329.74,662.33,19.04,11.6,185.83,92.5,898.67,0,152.41,0,6.49,0,9.83,239.92,14.77,85.09,0,11.96,0,0,116.69,9.95,277.59,172.66,166.74,65.77,31.85,3.86,68.78,0,170.37,16.01,21.63,0,0,15.9,4.25,352.18,0,115.6,23.31,19.69,0,0,11.91,534.32,18.49,642.3,8,24.46,0,62.33,128.84,91.19,6.35,104.72,269.14,51.01,0,0,0
PF10_0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,158.48,275.46,0,172.06,27.58,0,0,0,0,0,77.9,0,2.1,27.18,92.49,0,0,84.65,27.25,17.81,8.23,18.44,0,0,69.93,136.36,0,10.79,6.09,3.18,652.52,880.33,13.32,16.37,9.95,0,84.51,277.2,36.67,14.04,37.81,4.54,93.79,8.22,0,0,0,16.98,83.2,203.48,0,328.14,43.79,86.91,0,0,48.26,23.22,27.53,107.92,90.47,0,99.38,0,157.94,1392.53,40.51,144.03,47.1,93.12,858.39,16.89,69.54,44.72,20.97,24.02,80.45,95.9,165.67,10.71,29.23,315.49,179.37,122.24,98.75,55.68,13.94,0,31.71,120.91,424.37,61.25,36.87,7.06,56.07,74.19,0,0,43.52,57.51,18.22,28.4,554.3,65.24,0,46.8,112.02,26.43,71.8,15.36,6.92,32.52,173.68,0,0
PF14_0749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.15,60.21,0,0,0,0,0,0,0,0,21.51,0,21.76,0,26.6,0,0,146.05,47.03,4.49,4.73,0,0,0,3.89,0,0,0,0,13.16,63.73,0,2.23,8.36,1.72,0,27.53,54.37,10.8,8.08,7.46,0,13.21,7.56,0,0,0,16.28,0,80.45,0,33.51,0,0,0,0,33.32,16.87,4.13,97.25,18.93,0,69.86,0,32.44,0,16.63,0,0,26.67,88.41,5.98,79.98,68.58,2.44,13.26,0,0,47.65,0,26.54,196.15,137.53,23.44,34.07,0,1.21,0,0,27.14,56.59,70.44,0,0,37.29,19.69,0,0,17.2,7.64,1.85,54.43,57.36,19.57,0,16.99,0,0,25.41,9.7,0,20.41,0,0,0
PF14_0218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.54,6.63,9.73,0,4.69,5.52,0,0,0,191.46,410.49,11.6,229.17,8,3.26,16.19,0,0,0,1.36,6.78,10.29,14.76,5.94,65.04,6.09,23.22,0,4.63,0,3.82,6.05,0,28.65,37.12,31.98,52.97,60.26,13.76,4.83,43.09,29.19,6.82,26.43,26.98,75.94,0,42.39,11.78,5,39.45,0,17.29,9.86,88.67,43.02,0,48.44,49.18,7.9,122.16,21.41,0,54.14,0,10.16,119.44,12.36,17.89,15.43,24.09,15.39,13.79,27.84,8.95,11.95,43.26,72.46,47.56,24.86,19.67,26.79,78.31,119.66,4.08,59.28,8.36,17.86,0,5.19,30.63,28.8,36.77,221.2,22.23,19.47,28.26,0,0,35.22,51.79,8.37,30.3,8.59,22.14,0,26.62,112.09,7.93,14.74,58.94,18.13,35.5,14.9,0,0
PF07_0077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.36,11.92,2.65,0,7.13,2.8,2217.25,0,0,1549.96,0,33.34,77.36,14.7,18.72,18.74,0,0,19.3,44.88,2.64,1.46,4.49,27.06,3.66,2.92,9.28,0,19.68,70.37,6.96,32.97,38.23,48.57,82.9,72.39,53.64,113.13,49.64,56.21,199.4,66.34,34.68,38.4,50.8,19.23,0,139.46,96.78,113.81,72.16,277.15,84.28,68.21,499.26,225.12,466.76,272.47,135.54,140.79,502.06,312.5,1511.8,177.33,293.46,28.01,0,22.5,19.63,46.86,68.7,52.57,42.92,70.46,16.61,117.26,176.11,207.86,269.96,169.96,133.61,195.97,1009.76,726.94,90.84,141.08,80.4,99.54,9.29,13.15,183.73,124.88,459.17,481.54,87.91,75.35,183.01,0,0,73.31,421.63,47.24,230.15,62.98,62.94,0,76.38,351.87,80.33,52.97,100.28,84.7,152.31,153.34,332.58,0
PFF1350c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.49,40.48,52.94,0,49.22,20.25,229.7,0,0,668.57,0,20.78,0,25.58,13.68,41.22,0,0,59.93,107.2,18.58,26.1,34.82,65.36,18.94,41.52,86.45,0,26.2,50.79,26.89,64.46,55.4,38.94,43.66,34.84,0,81.55,56.79,18.92,79.27,50.31,33.93,37.34,43.1,0,0,122.14,38.02,204.2,89.36,286.87,159.5,25.83,90.17,30.06,60.37,27.76,42.88,39.91,121.76,120.76,0,104.23,101.25,20.12,125.18,13.92,15.62,25.6,35.78,24.19,13.36,36.47,14.07,10.49,86.45,291.09,341.09,156.37,67.08,44.05,20,75.23,100.43,55.92,58.4,70.97,28.84,46.26,166.64,176.02,391.76,150.65,96.53,81.82,57.91,0,0,52.84,346.62,41.82,44.68,200.18,91.91,430.31,56.58,82.23,45.73,27.61,37.72,44.73,86.97,104.07,172.12,312.95
PF14_0608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.14,19.89,10.53,0,45.22,0,1297.62,0,0,945.07,0,32.43,113.18,5.92,34.65,106.27,0,0,47.06,364.69,9.85,12.2,19.69,17.6,0,14.55,34.4,0,14.4,58.25,3.96,73.04,134.24,81.4,193.81,149.42,235.47,303.7,205.8,347.68,389.24,203.26,42.92,57.04,49.47,42.19,0,141.27,181.55,512.53,213.06,405.51,301.72,219.09,726.63,658.74,512.22,689.7,305.84,207.06,1966.31,440.16,1769.64,754.71,0,124.6,88.48,78.5,121.49,70.47,210.85,313.39,75.9,61.86,145.86,324.03,350.82,500.94,159.49,279.4,733.74,730.86,4930.68,2375.51,362.47,237.17,249.71,101.42,122.34,35.91,260.53,212.35,726.31,573.44,83.91,155.62,1619.33,1216.56,0,205.22,329.6,65.31,606.18,145.27,166.52,0,107.74,531.47,82.29,229.54,222.46,94,600.88,525.99,486.63,0
PFL0075w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.55,45.61,40.87,0,49.31,0,0,985.52,0,3014,431.28,82.91,80.2,71.59,29.7,46.17,3449.37,229.96,66.72,55.85,24.37,29.83,31.79,37.42,0,32.36,35.93,0,42.78,32.65,27.84,127.05,15.85,87.66,239.23,102.62,111.27,241.03,137.29,56.68,191.81,142.38,67.64,88.1,73.94,79.76,0,178.04,103.91,243.94,105.58,287.43,225.27,89.73,641.1,271.12,363.09,139.56,158.01,106.4,544.77,209.16,2508.46,168.26,0,64.02,376.3,43.35,119,62.1,141.57,218.1,86.58,190.01,119.05,178.6,156.3,380.44,365.44,226.33,212.17,198.89,231.94,578.03,145.6,130.75,76.07,93.12,96.35,39.99,239.27,239.13,321.76,348.42,156.76,97.95,181.72,0,0,158.83,444.93,74.68,194.95,213.26,119.82,0,147.03,141.28,116.65,98.67,156.62,113.43,323.41,93.86,344.95,0
PFI0865w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79,2.41,1.09,0,0,0,0,0,0,185.79,0,3.82,0,0.61,1.59,0,0,0,0,9.93,0,0.6,1.08,0,0,0.49,0,0,5.39,7.99,1.94,6.17,0,4.73,10.6,3.05,77.18,5.51,5.01,2.74,15.69,9.45,2.98,6.7,4.31,55.32,0,0,3.63,21.83,3.71,0,7.62,14.36,7.65,20.89,0,7.25,10.96,10.99,18.04,16.79,0,4.83,0,6.58,0,2.3,4.34,0,9.98,11.2,3.79,20.28,4.35,14.22,3.36,0,18.23,12.08,17.72,13.46,18.54,17.42,5.94,17.28,0,7.68,0,2.52,11.79,19.54,17.86,0,0,2.96,17.47,0,0,2.51,19.35,1.87,11.04,4.73,3.72,0,13.65,0,0,0.54,6.39,2.75,41.37,0,0,0
PFL1470c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,1.72,0,0,4.88,0,0,0,0,66.29,0,2.72,0,3.06,1.13,0,0,0,0,0,1.08,1.28,2.3,0,0,3.17,8.89,0,0.96,1.9,0.6,1.68,31.4,45.51,38.6,15.38,55.08,24.25,34.43,3.35,27.76,43.84,19.49,19.12,22.92,78.96,0,88.13,7.13,25.96,5.3,0,20.27,10.25,76,14.91,239.67,30.57,20.03,16.07,49.33,10.27,0,17.24,0,19.95,0,15.58,31,26.73,47.79,27.99,18.11,72.35,9.31,9.56,6,175.77,106.72,38.79,6.32,0.96,45.23,37.33,16.95,86.3,23.17,35.42,0,5.4,69.38,47.49,12.75,114.96,24.22,22.35,7.12,0,0,24.41,44.18,3.01,19.69,13.76,35.41,0,95.85,23.31,24.75,27.2,17.19,10.21,16.61,10.33,0,0
PFE1270c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,1.3,0,0,1.31,1.54,122.53,0,0,35.76,0,1.15,0,1.65,0.61,0,0,0,0,0.76,0.22,0.11,3.51,4.99,4.04,1.61,4.79,0,0.78,2.05,0.85,0.33,8.45,10.14,9.05,5.35,14.81,9.08,3.61,2.33,12.05,7.26,5.44,5.79,5.43,0,0,29.62,5.34,12.57,2.85,0,7.59,3.68,16.05,36.09,32.25,24.44,13.7,11.45,31.62,23.93,0,3.41,0,4.11,0,3.53,4.17,4.31,10.32,8.6,2.91,11.68,3.34,3.93,7.9,13.51,23.1,24.35,5.6,3.61,21.71,23.44,4.57,3.31,5.45,10.99,0,0.49,14.99,13.59,13.72,12.35,8.3,5.56,15.1,0,0,7.31,30.82,2.79,20.13,4.86,8.58,0,15.17,12.53,6.65,3.92,7.24,5.07,5.96,2.78,0,0
PF14_0541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573.66,426.23,631.23,0,629.32,357.86,0,0,0,3995.27,0,160.81,222.55,373.3,316.14,348.89,0,159.5,879.24,264.23,234.76,232.71,294.65,441.28,294.78,467.86,685.34,1196.24,308.16,298.39,342.91,709.36,615.99,484.86,606.2,322.48,540.23,519.42,610.84,133.48,529.42,521.63,481.57,449.53,276.31,719.12,1196.23,1296.55,235.32,1939.44,909.34,996.86,1320.55,382.98,733.53,167.16,335.78,339.54,665.88,692.72,733.77,768.51,434.89,622.16,281.46,306.72,521.99,252.25,397.47,410.14,382.46,1179.41,289.83,628.53,223.82,92.39,395.8,1512.87,2148.1,1950.19,162.26,213.98,225.72,740.83,736.6,1174.64,850.25,1081.84,227.21,542.16,1598.82,1679.51,723.11,1627.24,1437.4,581.65,182.19,0,4784.91,601.7,1680.42,333.53,485.66,1969.18,699.6,0,481.19,522.58,520.1,314.27,555.04,453.35,316.11,481.02,478.49,1304.97
MAL13P1.271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.96,76.22,58.06,0,53.97,63.45,0,0,0,5314.96,0,115.05,878.01,91.9,43.76,73.14,0,0,73.02,160.67,82.43,120.67,125.15,136.54,41.53,117.73,193.12,0,101.09,399.4,191.85,73.58,216.98,285.12,170.45,160.59,152.23,57.78,59.32,21.99,160.14,169.62,138.08,148.61,96.43,381.9,0,365.35,116.21,64.6,241.35,0,158.29,94.43,644.74,123.65,0,180.83,105.46,186.87,275.14,245.96,0,180.99,555.2,71.37,686.42,84.25,145.66,125.6,203.21,55.26,115.09,40,60.01,47.57,145.87,416.4,669.04,452.56,196.26,132.73,313.47,618.89,175.76,306.65,208.14,292.89,316.37,129.33,252.42,174.37,105.66,508.42,310.3,224.92,128,0,0,147.18,774.77,159.97,206.83,130.71,70.96,0,158.67,322.13,273.57,97.41,128.63,106.36,392.73,156.94,0,0
PFL1635w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.36,4.39,7.24,0,0,5.62,669.16,0,0,682.09,0,11.81,77.81,5.79,6.09,12.96,0,0,6.47,42.37,5.97,6.71,9.4,21.17,7.36,12.24,6.84,0,13.2,35.39,7.19,4,23.08,30.61,61.71,29.67,26.97,70.59,24.31,17.09,49.85,35.35,17.7,35.7,56.12,67.67,0,75.53,44.1,48.33,25.93,0,41.36,11.71,273.65,241.03,117.39,130.5,77,85.81,235.8,245.6,1520.48,82.15,98.39,14.95,0,6.9,15.18,22.26,24.76,13.71,13.11,7.09,6.08,27.02,68.44,73.8,145.34,84.42,77.03,59.28,137.02,213.27,49.83,57.36,19.86,29.18,9.34,9.7,54.97,40.11,74.89,168.99,50.68,27.88,150.93,0,0,40.27,168.41,13.27,62.7,21.51,24.28,0,43.43,137.01,24.25,30.59,44.62,40,94.46,50.57,0,0
PFE1020w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.94,46.68,26.34,0,23.61,55.52,0,0,0,1603.6,0,67.74,384.11,99.45,27.35,81.45,0,0,0,96.01,53.76,74.53,63.11,0,0,22.13,79.88,0,102.42,18.39,54.68,43.6,0,139.67,223.25,101.44,0,206.99,93,68.19,143.66,127.22,75.4,75.13,61.21,190.94,0,106.55,143.55,113.04,102.39,0,141.53,99.15,314.91,144.25,0,135.32,165.17,97.57,369.4,157.27,0,200.04,0,62.45,0,98.52,164.95,103.43,155.58,77.36,96.78,69.99,90.01,204.91,217.56,121.46,176.24,229.26,255.34,153.3,148.09,722.05,143.53,327.96,70.05,200.85,184.55,60.93,187.96,191.88,123.27,222.47,138.42,53.02,400.59,0,0,185.8,387.39,72.82,114.31,120.2,141.3,0,59.5,0,159.58,101.91,215.5,167.13,321.33,149.82,0,0
PF11_0108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,44.06,37.37,0,70.16,36.9,2066.47,0,0,2934.2,1130.17,72.69,90.11,26.64,47.91,75.52,0,0,14.99,212.89,11.28,12.63,23.8,25.69,8.52,30.62,33.64,0,73.9,95.64,32.18,213.04,95.02,48.43,104.03,77.97,187.49,241.39,160.49,112.66,199.44,116.57,53.06,70.95,50.84,119.45,645.79,150,63.95,386,211.67,538.14,339.06,108.55,789.97,276.37,317.21,203.48,238.9,216.02,888.64,447.23,2348.23,277.65,151.95,46.61,46.96,36.91,56.28,38.42,102.54,96.79,53.69,98.51,52.79,144.74,263.8,579.31,382.94,454.7,230.73,235.76,358.96,428.17,242.12,300.74,154.46,139.5,86.58,97.34,262.94,258.41,390.36,478.37,165.69,161.39,480.99,645.78,0,180.67,540.55,55.17,198.88,360.28,128.24,0,97.31,238.04,121.68,155.03,150.77,97.42,265.57,222.59,516.62,234.83
PF10_0041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.35,25.25,14.57,0,31.79,11.68,0,0,0,620.59,0,26.12,64.65,16.56,13.35,15.66,0,0,10.75,13.85,20.41,15.16,16.55,7.54,27.52,9.46,63.59,0,20.37,10.06,16.47,45.21,63.9,28.8,81.3,36.86,44.83,90.63,31.12,14.6,55.69,31.01,28.27,20.91,30.35,32.13,0,125.52,50.66,99.35,59.23,347.44,63.62,36.15,183.23,18.2,146.28,62.01,90.77,32.08,174.78,119.79,758.07,152.89,81.76,17.68,0,12.91,20.18,15.23,25.53,14.64,21.57,17.67,18.93,18.77,161.83,71.53,172.66,71.9,50.68,131.33,85.82,268.33,72.47,120.42,31.83,79.69,38.82,36.62,78.64,96.1,181.51,262.07,77.95,47.19,60.52,0,0,57.03,232.67,20.69,45.69,36.53,91.15,0,45.27,94.86,40.29,37.11,79.85,60.08,51.82,94.54,138.99,0
MAL13P1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.54,43.05,25.23,0,43.79,27.72,314.02,168.31,0,3157.05,294.54,116.23,0,58.56,52.28,76.36,0,0,91.15,31.3,54.81,47.26,27.01,89.48,10.37,43.97,64.87,0,33.21,44.61,35.85,89.39,173.34,81.05,190.05,100.34,228.04,206.75,118.16,33.13,179.41,193.59,100.97,111.3,54.99,122.59,0,288.84,79.97,353,120.51,785.46,278.49,58.94,1070.51,607.1,578.76,615.68,343.84,220.89,984.1,193.67,2998.93,254.47,415.83,63.98,85.68,47.35,42.78,49.8,118.59,168.31,90.49,149.77,70.62,82.98,261.13,433.16,328.68,330.03,76.44,149.78,964.15,386.29,166.74,276.47,127.91,130.43,118.48,53.4,329.42,255.99,263.77,491.9,201.27,135,179.43,0,0,173.65,652.7,62.1,361.47,163.83,78.8,0,129.44,418.2,119.53,121.85,201.97,143.06,56.03,74.8,471.28,0
PF11_0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.3,86.89,106.58,0,112.39,59.46,3144.78,0,0,6258.72,2948.3,256.14,365.64,245.74,117.16,174.46,0,0,182.48,275.82,100.49,101.99,123.68,234.57,69.19,98.47,162.32,0,69.8,188.22,148.84,216.44,397.61,353.22,337.08,201.89,126.8,244.94,326.3,118.41,297.05,329.16,179.45,266.82,157.49,613.49,982.72,507.2,157.53,684.53,284.8,982.72,471.81,74.73,1192.66,429.13,1103.39,328.98,200.5,281.63,650.95,411.7,2858.76,487.97,693.68,190.5,428.82,188.03,306.9,267.7,466.27,437.27,264.56,616.28,249.92,239.52,285.12,549.16,1384.19,892.82,204.13,179.1,371.66,673.03,492.89,624.39,230.05,390.23,87.84,163.66,671.06,399.49,572.04,2514.69,454.85,381.49,267.56,0,0,236.23,1026.82,134.01,367.25,497.15,196.67,0,337.48,509.8,332.32,306.46,222.5,166.78,527.86,207.98,393.09,0
